Category,Instrument,Ticker,Cycle1,Cycle1_Match,Cycle1_Delta,Cycle2,Cycle2_Match,Cycle2_Delta
Equity,HDFC Bank,HDB,410,408,2,236,237,1
Equity,Keyence Corp.,KYCCF,329,332,3,282,290,8
Equity,Recruit Holdings,RCRRF,261,259,2,,,
Equity,Shin-Etsu Chemical,SHECF,382,385,3,319,322,3
Equity,Itau Unibanco,ITUB,600,622,22,286,290,4
Equity,Banco Bradesco,BBD,589,565,24,295,290,5
Equity,FEMSA,FMX,409,408,1,284,290,6
Equity,Progressive Corp.,PGR,225,219,6,311,308,3
Equity,AIG,AIG,311,308,3,363,362,1
Equity,Allstate,ALL,327,322,5,594,622,28
Equity,MetLife,MET,360,362,2,308,308,0
Equity,Prudential Financial,PRU,356,354,2,465,469,4
Equity,State Street,STT,363,362,1,311,308,3
Equity,SK Hynix Inc,000660.KS,241,243,2,224,219,5
Equity,Kakao Corp,035720.KS,405,403,2,498,493,5
Equity,Cigna ,CI,467,469,2,327,322,5
Equity,Illumina,ILMN,376,368,8,228,219,9
Equity,HCA Healthcare,HCA,532,534,2,287,290,3
Equity,Airbus ,AIR.PA,520,528,8,240,237,3
Equity,Vodafone Group,VOD,363,362,1,503,510,7
Equity,Vinci SA,DG.PA,257,259,2,371,368,3
Equity ,PNC Financial Services ,PNC,311,308,3,363,362,1
Equity,Materials Select Sector ETF,XLB,344,344,0,311,308,3
Equity,Energy Services Sector ETF,XLE,363,362,1,409,408,1
Equity,Consumer Staples Sector ETF,XLP,327,322,5,409,408,1
Equity,Consumer Discretionary Sector ETF,XLY,311,308,3,344,344,0
Equity,Financial Sector ETF,XLF,311,308,3,363,362,1
Equity,Health Care Sector ETF,XLV,327,322,5,272,273,1
Equity,Industrial Sector ETF,XLI,311,308,3,363,362,1
Equity,Technology Sector ETF,XLK,311,308,3,344,344,0
Equity,Utilities Sector ETF,XLU,327,322,5,409,408,1
